"State_Code_Origin","County_Code_Origin","State_Code_Dest","County_Code_Dest","State_Abbrv","State_Name","Return_Num","Exmpt_Num","Aggr_AGI"
"01","000","96","000","","Total Outflow","40013","85341","1068433"
"01","000","13","000","Ga","Georgia","6814","13993","168866"
"01","000","12","000","Fl","Florida","5328","10874","131638"
"01","000","47","000","Tn","Tennessee","3451","7210","99695"
"01","000","48","000","Tx","Texas","2912","6586","85026"
"01","000","28","000","Ms","Mississippi","2400","5167","57117"
"01","000","57","000","FR","Foreign","1834","3878","42016"
"01","000","37","000","NC","North Carolina","1626","3568","47063"
"01","000","51","000","Va","Virginia","1280","2861","40732"
"01","000","06","000","Ca","California","1267","2410","31908"
"01","000","22","000","La","Louisiana","1249","2774","35179"
"01","000","45","000","SC","South Carolina","866","1966","25855"
"01","000","39","000","Oh","Ohio","761","1690","20454"
"01","000","17","000","Il","Illinois","755","1597","19786"
"01","000","21","000","Ky","Kentucky","705","1560","18664"
"01","000","36","000","NY","New York","641","1242","15879"
"01","000","26","000","Mi","Michigan","637","1357","13453"
"01","000","08","000","Co","Colorado","605","1284","17334"
"01","000","18","000","In","Indiana","548","1211","13659"
"01","000","29","000","Mo","Missouri","502","1105","13831"
"01","000","42","000","Pa","Pennsylvania","469","1010","16527"
"01","000","05","000","Ar","Arkansas","468","1108","14601"
"01","000","24","000","Md","Maryland","435","901","14229"
"01","000","40","000","Ok","Oklahoma","432","1011","10739"
"01","000","53","000","Wa","Washington","378","825","10772"
"01","000","20","000","Ks","Kansas","366","915","10997"
"01","000","04","000","Az","Arizona","341","704","10280"
"01","000","34","000","NJ","New Jersey","251","501","7027"
"01","000","15","000","Hi","Hawaii","248","565","5959"
"01","000","02","000","Ak","Alaska","221","515","5223"
"01","000","55","000","Wi","Wisconsin","202","432","5826"
"01","000","25","000","Ma","Massachusetts","197","394","5963"
"01","000","35","000","NM","New Mexico","177","384","4825"
"01","000","54","000","WV","West Virginia","149","329","3654"
"01","000","32","000","Nv","Nevada","147","296","3246"
"01","000","19","000","Ia","Iowa","137","309","4770"
"01","000","49","000","Ut","Utah","136","400","5046"
"01","000","09","000","Ct","Connecticut","135","273","4070"
"01","000","27","000","Mn","Minnesota","134","294","3482"
"01","000","41","000","Or","Oregon","120","251","3583"
"01","000","31","000","Ne","Nebraska","105","263","3079"
"01","000","11","000","DC","District of Columbia","78","131","2249"
"01","000","16","000","Id","Idaho","78","207","1853"
"01","000","10","000","De","Delaware","76","188","2561"
"01","000","23","000","Me","Maine","61","132","1511"
"01","000","30","000","Mt","Montana","57","155","1709"
"01","000","33","000","NH","New Hampshire","48","97","1301"
"01","000","46","000","SD","South Dakota","45","99","1176"
"01","000","56","000","Wy","Wyoming","42","99","1105"
"01","000","38","000","ND","North Dakota","41","97","1276"
"01","000","44","000","RI","Rhode Island","40","88","1231"
"01","000","50","000","Vt","Vermont","18","35","408"
"01","000","01","000","Al","State Non-Migrant","1390158","3261943","42611147"
"01","000","00","000","","INTERNAL REVENUE SERVICE","","",""
"01","000","00","000","","STATISTICS OF INCOME","","",""
"02","000","96","000","","Total Outflow","15715","34092","466757"
"02","000","53","000","Wa","Washington","2333","4544","75716"
"02","000","06","000","Ca","California","1394","2804","36275"
"02","000","41","000","Or","Oregon","1047","2036","27420"
"02","000","48","000","Tx","Texas","1046","2535","40908"
"02","000","04","000","Az","Arizona","622","1250","18887"
"02","000","08","000","Co","Colorado","607","1294","19307"
"02","000","12","000","Fl","Florida","544","1151","15668"
"02","000","57","000","FR","Foreign","457","882","13070"
"02","000","37","000","NC","North Carolina","408","1031","10954"
"02","000","16","000","Id","Idaho","386","873","12828"
"02","000","51","000","Va","Virginia","378","959","12089"
"02","000","13","000","Ga","Georgia","367","934","8913"
"02","000","32","000","Nv","Nevada","330","696","11116"
"02","000","30","000","Mt","Montana","326","700","9488"
"02","000","36","000","NY","New York","305","661","7412"
"02","000","47","000","Tn","Tennessee","271","680","8879"
"02","000","40","000","Ok","Oklahoma","256","642","7651"
"02","000","26","000","Mi","Michigan","250","544","6064"
"02","000","27","000","Mn","Minnesota","250","497","6681"
"02","000","49","000","Ut","Utah","234","551","7315"
"02","000","29","000","Mo","Missouri","233","555","5988"
"02","000","35","000","NM","New Mexico","232","505","7347"
"02","000","01","000","Al","Alabama","229","637","7032"
"02","000","15","000","Hi","Hawaii","224","432","5961"
"02","000","17","000","Il","Illinois","219","490","6201"
"02","000","39","000","Oh","Ohio","199","407","5083"
"02","000","42","000","Pa","Pennsylvania","196","401","5724"
"02","000","22","000","La","Louisiana","190","472","6116"
"02","000","20","000","Ks","Kansas","184","448","5289"
"02","000","21","000","Ky","Kentucky","182","475","5362"
"02","000","24","000","Md","Maryland","174","424","4931"
"02","000","55","000","Wi","Wisconsin","163","406","4479"
"02","000","05","000","Ar","Arkansas","155","372","5070"
"02","000","45","000","SC","South Carolina","148","335","3877"
"02","000","18","000","In","Indiana","126","294","3363"
"02","000","25","000","Ma","Massachusetts","111","210","3251"
"02","000","56","000","Wy","Wyoming","105","249","3413"
"02","000","23","000","Me","Maine","101","207","2704"
"02","000","38","000","ND","North Dakota","94","200","1847"
"02","000","46","000","SD","South Dakota","86","206","2524"
"02","000","31","000","Ne","Nebraska","84","184","2421"
"02","000","28","000","Ms","Mississippi","82","189","2662"
"02","000","34","000","NJ","New Jersey","77","140","1482"
"02","000","19","000","Ia","Iowa","75","164","2399"
"02","000","09","000","Ct","Connecticut","51","89","1173"
"02","000","54","000","WV","West Virginia","40","87","1127"
"02","000","50","000","Vt","Vermont","36","68","842"
"02","000","11","000","DC","District of Columbia","35","42","707"
"02","000","33","000","NH","New Hampshire","34","50","723"
"02","000","10","000","De","Delaware","23","68","734"
"02","000","44","000","RI","Rhode Island","16","22","284"
"02","000","00","000","","INTERNAL REVENUE SERVICE","","",""
"02","000","00","000","","STATISTICS OF INCOME","","",""
"04","000","96","000","","Total Outflow","59102","121848","1509865"
"04","000","06","000","Ca","California","10371","20826","252643"
"04","000","48","000","Tx","Texas","4468","9634","121603"
"04","000","08","000","Co","Colorado","3579","7173","104150"
"04","000","35","000","NM","New Mexico","3442","8731","73134"
"04","000","32","000","Nv","Nevada","3004","6015","82382"
"04","000","53","000","Wa","Washington","2299","4480","56966"
"04","000","57","000","FR","Foreign","2021","4213","49116"
"04","000","17","000","Il","Illinois","1914","3595","51519"
"04","000","12","000","Fl","Florida","1815","3559","45940"
"04","000","49","000","Ut","Utah","1651","4107","38734"
"04","000","41","000","Or","Oregon","1606","3167","37182"
"04","000","39","000","Oh","Ohio","1260","2532","31548"
"04","000","26","000","Mi","Michigan","1257","2438","28376"
"04","000","29","000","Mo","Missouri","1183","2532","32856"
"04","000","27","000","Mn","Minnesota","1110","2065","30149"
"04","000","36","000","NY","New York","1084","1938","23049"
"04","000","37","000","NC","North Carolina","1010","2173","29378"
"04","000","13","000","Ga","Georgia","968","2033","30520"
"04","000","51","000","Va","Virginia","922","1919","29476"
"04","000","55","000","Wi","Wisconsin","901","1580","20833"
"04","000","40","000","Ok","Oklahoma","884","1903","19576"
"04","000","42","000","Pa","Pennsylvania","862","1678","24055"
"04","000","18","000","In","Indiana","844","1776","20602"
"04","000","16","000","Id","Idaho","792","1865","17706"
"04","000","19","000","Ia","Iowa","757","1515","18602"
"04","000","20","000","Ks","Kansas","736","1546","19230"
"04","000","47","000","Tn","Tennessee","659","1363","17271"
"04","000","05","000","Ar","Arkansas","547","1280","12969"
"04","000","34","000","NJ","New Jersey","527","930","15142"
"04","000","30","000","Mt","Montana","524","1077","12119"
"04","000","25","000","Ma","Massachusetts","505","875","15621"
"04","000","31","000","Ne","Nebraska","501","1057","11252"
"04","000","02","000","Ak","Alaska","475","959","12736"
"04","000","15","000","Hi","Hawaii","469","886","12442"
"04","000","56","000","Wy","Wyoming","439","903","11307"
"04","000","24","000","Md","Maryland","437","896","14478"
"04","000","22","000","La","Louisiana","382","781","9197"
"04","000","21","000","Ky","Kentucky","375","788","9054"
"04","000","45","000","SC","South Carolina","353","751","9836"
"04","000","01","000","Al","Alabama","344","810","9834"
"04","000","46","000","SD","South Dakota","302","588","7007"
"04","000","28","000","Ms","Mississippi","294","666","7253"
"04","000","09","000","Ct","Connecticut","256","420","8533"
"04","000","38","000","ND","North Dakota","214","426","5640"
"04","000","33","000","NH","New Hampshire","199","384","5428"
"04","000","23","000","Me","Maine","150","295","3218"
"04","000","54","000","WV","West Virginia","119","262","2914"
"04","000","11","000","DC","District of Columbia","90","119","1970"
"04","000","50","000","Vt","Vermont","82","132","1767"
"04","000","10","000","De","Delaware","60","114","1977"
"04","000","44","000","RI","Rhode Island","59","93","1575"
"04","000","04","000","Az","State Non-Migrant","1274493","2926480","41506962"
"04","000","00","000","","INTERNAL REVENUE SERVICE","","",""
"04","000","00","000","","STATISTICS OF INCOME","","",""
"05","000","96","000","","Total Outflow","26822","57955","617165"
"05","000","48","000","Tx","Texas","4734","10298","108228"
"05","000","29","000","Mo","Missouri","2584","5720","51110"
"05","000","40","000","Ok","Oklahoma","2384","5463","44865"
"05","000","47","000","Tn","Tennessee","2083","4299","52718"
"05","000","22","000","La","Louisiana","1738","4131","43836"
"05","000","12","000","Fl","Florida","1183","2411","34049"
"05","000","06","000","Ca","California","1120","2180","20352"
"05","000","28","000","Ms","Mississippi","897","2059","21374"
"05","000","17","000","Il","Illinois","817","1672","17450"
"05","000","13","000","Ga","Georgia","694","1480","18830"
"05","000","57","000","FR","Foreign","677","1269","12571"
"05","000","20","000","Ks","Kansas","615","1341","14731"
"05","000","37","000","NC","North Carolina","571","1302","14872"
"05","000","51","000","Va","Virginia","466","1012","11954"
"05","000","01","000","Al","Alabama","439","990","12717"
"05","000","08","000","Co","Colorado","438","886","9658"
"05","000","04","000","Az","Arizona","431","893","9447"
"05","000","18","000","In","Indiana","386","854","8911"
"05","000","21","000","Ky","Kentucky","384","879","9745"
"05","000","26","000","Mi","Michigan","375","817","6651"
"05","000","53","000","Wa","Washington","317","681","7722"
"05","000","39","000","Oh","Ohio","309","671","7551"
"05","000","19","000","Ia","Iowa","263","590","5378"
"05","000","45","000","SC","South Carolina","250","560","6109"
"05","000","55","000","Wi","Wisconsin","229","460","4912"
"05","000","32","000","Nv","Nevada","205","416","3753"
"05","000","35","000","NM","New Mexico","204","408","3964"
"05","000","36","000","NY","New York","202","382","4895"
"05","000","42","000","Pa","Pennsylvania","176","396","5794"
"05","000","31","000","Ne","Nebraska","160","337","3899"
"05","000","27","000","Mn","Minnesota","155","324","3381"
"05","000","41","000","Or","Oregon","152","297","3120"
"05","000","24","000","Md","Maryland","146","285","4074"
"05","000","49","000","Ut","Utah","104","276","2711"
"05","000","02","000","Ak","Alaska","104","223","2136"
"05","000","15","000","Hi","Hawaii","99","183","2081"
"05","000","34","000","NJ","New Jersey","83","172","2762"
"05","000","56","000","Wy","Wyoming","78","173","1647"
"05","000","25","000","Ma","Massachusetts","72","132","1651"
"05","000","30","000","Mt","Montana","65","150","1040"
"05","000","16","000","Id","Idaho","62","150","1376"
"05","000","54","000","WV","West Virginia","60","129","1704"
"05","000","11","000","DC","District of Columbia","59","77","5696"
"05","000","09","000","Ct","Connecticut","55","96","1039"
"05","000","46","000","SD","South Dakota","53","113","1039"
"05","000","10","000","De","Delaware","33","76","727"
"05","000","38","000","ND","North Dakota","32","68","742"
"05","000","23","000","Me","Maine","30","70","604"
"05","000","33","000","NH","New Hampshire","27","61","913"
"05","000","44","000","RI","Rhode Island","17","37","481"
"05","000","50","000","Vt","Vermont","5","6","195"
"05","000","05","000","Ar","State Non-Migrant","790070","1848183","22162903"
"05","000","00","000","","INTERNAL REVENUE SERVICE","","",""
"05","000","00","000","","STATISTICS OF INCOME","","",""
"06","000","96","000","","Total Outflow","320472","674796","10330683"
"06","000","04","000","Az","Arizona","26992","58426","911723"
"06","000","48","000","Tx","Texas","26585","61418","884066"
"06","000","53","000","Wa","Washington","23206","49856","716594"
"06","000","32","000","Nv","Nevada","22724","46619","668655"
"06","000","41","000","Or","Oregon","18415","38582","555624"
"06","000","57","000","FR","Foreign","16328","31316","448957"
"06","000","08","000","Co","Colorado","16181","33799","563241"
"06","000","12","000","Fl","Florida","13204","27236","442002"
"06","000","36","000","NY","New York","10041","16700","347065"
"06","000","17","000","Il","Illinois","9409","19609","341688"
"06","000","51","000","Va","Virginia","7713","17202","306293"
"06","000","13","000","Ga","Georgia","7494","16385","256645"
"06","000","49","000","Ut","Utah","7185","17223","229150"
"06","000","15","000","Hi","Hawaii","6717","12763","184010"
"06","000","16","000","Id","Idaho","6215","14852","188115"
"06","000","37","000","NC","North Carolina","6076","13485","199338"
"06","000","35","000","NM","New Mexico","5619","11835","167447"
"06","000","29","000","Mo","Missouri","5589","12165","170498"
"06","000","39","000","Oh","Ohio","5500","11265","205635"
"06","000","26","000","Mi","Michigan","5069","10194","162691"
"06","000","42","000","Pa","Pennsylvania","4973","9614","187198"
"06","000","25","000","Ma","Massachusetts","4887","7949","186218"
"06","000","47","000","Tn","Tennessee","4628","10395","150050"
"06","000","40","000","Ok","Oklahoma","4611","10313","112265"
"06","000","34","000","NJ","New Jersey","3895","7590","172123"
"06","000","27","000","Mn","Minnesota","3871","7694","126979"
"06","000","24","000","Md","Maryland","3866","7840","145104"
"06","000","18","000","In","Indiana","3682","7971","122213"
"06","000","05","000","Ar","Arkansas","3439","7846","84187"
"06","000","22","000","La","Louisiana","3203","6740","83322"
"06","000","20","000","Ks","Kansas","3191","7441","92752"
"06","000","55","000","Wi","Wisconsin","2994","6160","91338"
"06","000","30","000","Mt","Montana","2594","5454","73700"
"06","000","21","000","Ky","Kentucky","2269","4829","66561"
"06","000","19","000","Ia","Iowa","2255","4952","55359"
"06","000","02","000","Ak","Alaska","2163","4277","53926"
"06","000","01","000","Al","Alabama","2148","4864","62241"
"06","000","31","000","Ne","Nebraska","2122","5036","50106"
"06","000","45","000","SC","South Carolina","2119","4785","76587"
"06","000","09","000","Ct","Connecticut","2101","3937","116256"
"06","000","28","000","Ms","Mississippi","1502","3272","38118"
"06","000","56","000","Wy","Wyoming","1287","2797","37639"
"06","000","11","000","DC","District of Columbia","1262","1717","42529"
"06","000","46","000","SD","South Dakota","863","1844","22008"
"06","000","33","000","NH","New Hampshire","828","1556","29037"
"06","000","23","000","Me","Maine","763","1446","23085"
"06","000","44","000","RI","Rhode Island","719","1543","25050"
"06","000","38","000","ND","North Dakota","613","1299","14714"
"06","000","54","000","WV","West Virginia","515","1089","14334"
"06","000","50","000","Vt","Vermont","430","725","12140"
"06","000","10","000","De","Delaware","417","891","14107"
"06","000","06","000","Ca","State Non-Migrant","10012232","22841596","377254231"
"06","000","00","000","","INTERNAL REVENUE SERVICE","","",""
"06","000","00","000","","STATISTICS OF INCOME","","",""
"08","000","96","000","","Total Outflow","61563","122882","1711750"
"08","000","48","000","Tx","Texas","6232","13675","191091"
"08","000","06","000","Ca","California","6097","10872","169698"
"08","000","04","000","Az","Arizona","3932","7493","111597"
"08","000","12","000","Fl","Florida","2831","5354","78945"
"08","000","57","000","FR","Foreign","2459","5067","63530"
"08","000","35","000","NM","New Mexico","2343","4758","55046"
"08","000","53","000","Wa","Washington","2106","3962","55644"
"08","000","17","000","Il","Illinois","1730","3177","49352"
"08","000","20","000","Ks","Kansas","1726","3803","40996"
"08","000","32","000","Nv","Nevada","1515","2951","40659"
"08","000","31","000","Ne","Nebraska","1489","3200","35165"
"08","000","56","000","Wy","Wyoming","1468","3067","40769"
"08","000","29","000","Mo","Missouri","1466","3081","40256"
"08","000","49","000","Ut","Utah","1367","3018","38512"
"08","000","13","000","Ga","Georgia","1330","2817","43135"
"08","000","51","000","Va","Virginia","1315","2811","49294"
"08","000","36","000","NY","New York","1265","2049","33820"
"08","000","27","000","Mn","Minnesota","1243","2358","35610"
"08","000","41","000","Or","Oregon","1221","2240","31063"
"08","000","39","000","Oh","Ohio","1197","2360","34084"
"08","000","40","000","Ok","Oklahoma","1196","2665","29025"
"08","000","26","000","Mi","Michigan","1041","2071","27401"
"08","000","37","000","NC","North Carolina","977","1960","27795"
"08","000","42","000","Pa","Pennsylvania","929","1898","32233"
"08","000","19","000","Ia","Iowa","917","1818","22762"
"08","000","30","000","Mt","Montana","879","1748","22179"
"08","000","55","000","Wi","Wisconsin","826","1616","21806"
"08","000","47","000","Tn","Tennessee","796","1718","22949"
"08","000","25","000","Ma","Massachusetts","746","1169","20127"
"08","000","18","000","In","Indiana","712","1443","19415"
"08","000","24","000","Md","Maryland","696","1380","26213"
"08","000","16","000","Id","Idaho","689","1447","20358"
"08","000","46","000","SD","South Dakota","601","1233","15181"
"08","000","05","000","Ar","Arkansas","586","1318","14866"
"08","000","02","000","Ak","Alaska","570","1080","14364"
"08","000","15","000","Hi","Hawaii","569","1123","14285"
"08","000","22","000","La","Louisiana","533","1150","12636"
"08","000","01","000","Al","Alabama","529","1184","14533"
"08","000","34","000","NJ","New Jersey","503","983","18232"
"08","000","21","000","Ky","Kentucky","473","1097","13181"
"08","000","45","000","SC","South Carolina","436","945","12442"
"08","000","28","000","Ms","Mississippi","373","803","8829"
"08","000","38","000","ND","North Dakota","338","720","8289"
"08","000","09","000","Ct","Connecticut","327","535","10587"
"08","000","33","000","NH","New Hampshire","214","359","5367"
"08","000","23","000","Me","Maine","200","359","4585"
"08","000","11","000","DC","District of Columbia","162","201","3837"
"08","000","50","000","Vt","Vermont","154","253","2856"
"08","000","54","000","WV","West Virginia","122","252","2733"
"08","000","10","000","De","Delaware","70","135","2664"
"08","000","44","000","RI","Rhode Island","67","106","1754"
"08","000","08","000","Co","State Non-Migrant","1257698","2756324","44750136"
"08","000","00","000","","INTERNAL REVENUE SERVICE","","",""
"08","000","00","000","","STATISTICS OF INCOME","","",""
"09","000","96","000","","Total Outflow","45825","82784","2061840"
"09","000","12","000","Fl","Florida","6443","11969","271731"
"09","000","36","000","NY","New York","6319","10352","319583"
"09","000","25","000","Ma","Massachusetts","5117","8053","203626"
"09","000","06","000","Ca","California","2292","3678","105029"
"09","000","51","000","Va","Virginia","1853","3718","70517"
"09","000","37","000","NC","North Carolina","1824","3577","80380"
"09","000","13","000","Ga","Georgia","1714","3482","83559"
"09","000","34","000","NJ","New Jersey","1707","3129","101275"
"09","000","57","000","FR","Foreign","1616","3129","71441"
"09","000","42","000","Pa","Pennsylvania","1508","2902","71615"
"09","000","48","000","Tx","Texas","1295","2638","72717"
"09","000","44","000","RI","Rhode Island","1056","1786","35398"
"09","000","33","000","NH","New Hampshire","933","1744","45283"
"09","000","24","000","Md","Maryland","895","1587","40880"
"09","000","17","000","Il","Illinois","883","1780","55886"
"09","000","23","000","Me","Maine","875","1669","27340"
"09","000","08","000","Co","Colorado","859","1306","30551"
"09","000","45","000","SC","South Carolina","830","1733","41266"
"09","000","04","000","Az","Arizona","755","1346","29986"
"09","000","39","000","Oh","Ohio","735","1500","40478"
"09","000","50","000","Vt","Vermont","710","1225","25366"
"09","000","53","000","Wa","Washington","599","1045","20785"
"09","000","26","000","Mi","Michigan","447","907","26998"
"09","000","47","000","Tn","Tennessee","417","873","22973"
"09","000","11","000","DC","District of Columbia","303","356","8357"
"09","000","29","000","Mo","Missouri","291","613","15813"
"09","000","27","000","Mn","Minnesota","288","529","15974"
"09","000","18","000","In","Indiana","266","548","12682"
"09","000","55","000","Wi","Wisconsin","223","498","9896"
"09","000","41","000","Or","Oregon","222","342","6454"
"09","000","01","000","Al","Alabama","207","419","7815"
"09","000","32","000","Nv","Nevada","201","337","7240"
"09","000","21","000","Ky","Kentucky","192","407","9400"
"09","000","22","000","La","Louisiana","192","340","5045"
"09","000","35","000","NM","New Mexico","183","319","5804"
"09","000","15","000","Hi","Hawaii","178","294","4831"
"09","000","20","000","Ks","Kansas","152","336","11194"
"09","000","49","000","Ut","Utah","149","266","5495"
"09","000","40","000","Ok","Oklahoma","136","245","4467"
"09","000","19","000","Ia","Iowa","116","202","5391"
"09","000","10","000","De","Delaware","115","226","5497"
"09","000","05","000","Ar","Arkansas","109","214","3900"
"09","000","28","000","Ms","Mississippi","107","210","3327"
"09","000","30","000","Mt","Montana","91","167","2788"
"09","000","54","000","WV","West Virginia","91","182","4045"
"09","000","31","000","Ne","Nebraska","79","179","4288"
"09","000","16","000","Id","Idaho","75","138","2627"
"09","000","02","000","Ak","Alaska","69","118","1764"
"09","000","56","000","Wy","Wyoming","53","83","1767"
"09","000","38","000","ND","North Dakota","29","42","647"
"09","000","46","000","SD","South Dakota","26","46","669"
"09","000","09","000","Ct","State Non-Migrant","1216708","2551533","57626608"
"09","000","00","000","","INTERNAL REVENUE SERVICE","","",""
"09","000","00","000","","STATISTICS OF INCOME","","",""
"10","000","96","000","","Total Outflow","10645","20950","364281"
"10","000","42","000","Pa","Pennsylvania","2164","4142","84721"
"10","000","24","000","Md","Maryland","1804","3439","50540"
"10","000","12","000","Fl","Florida","778","1481","24497"
"10","000","34","000","NJ","New Jersey","682","1223","24663"
"10","000","51","000","Va","Virginia","559","1170","16484"
"10","000","37","000","NC","North Carolina","377","764","12442"
"10","000","36","000","NY","New York","371","601","10710"
"10","000","48","000","Tx","Texas","360","840","13673"
"10","000","57","000","FR","Foreign","345","725","10674"
"10","000","06","000","Ca","California","339","605","12622"
"10","000","45","000","SC","South Carolina","269","587","6676"
"10","000","13","000","Ga","Georgia","264","532","8036"
"10","000","39","000","Oh","Ohio","233","490","10592"
"10","000","47","000","Tn","Tennessee","143","306","5411"
"10","000","17","000","Il","Illinois","141","299","7190"
"10","000","25","000","Ma","Massachusetts","140","227","5687"
"10","000","04","000","Az","Arizona","116","202","5059"
"10","000","26","000","Mi","Michigan","114","247","5473"
"10","000","08","000","Co","Colorado","107","178","2785"
"10","000","09","000","Ct","Connecticut","97","201","3934"
"10","000","54","000","WV","West Virginia","95","224","3693"
