state_fips,county_fips,county_name,state_name,state_postal
47,089,Jefferson County,Tennessee,TN
47,091,Johnson County,Tennessee,TN
47,093,Knox County,Tennessee,TN
47,095,Lake County,Tennessee,TN
47,097,Lauderdale County,Tennessee,TN
47,099,Lawrence County,Tennessee,TN
47,101,Lewis County,Tennessee,TN
47,103,Lincoln County,Tennessee,TN
47,105,Loudon County,Tennessee,TN
47,107,McMinn County,Tennessee,TN
47,109,McNairy County,Tennessee,TN
47,111,Macon County,Tennessee,TN
47,113,Madison County,Tennessee,TN
47,115,Marion County,Tennessee,TN
47,117,Marshall County,Tennessee,TN
47,119,Maury County,Tennessee,TN
47,121,Meigs County,Tennessee,TN
47,123,Monroe County,Tennessee,TN
47,125,Montgomery County,Tennessee,TN
47,127,Moore County,Tennessee,TN
47,129,Morgan County,Tennessee,TN
47,131,Obion County,Tennessee,TN
47,133,Overton County,Tennessee,TN
47,135,Perry County,Tennessee,TN
47,137,Pickett County,Tennessee,TN
47,139,Polk County,Tennessee,TN
47,141,Putnam County,Tennessee,TN
47,143,Rhea County,Tennessee,TN
47,145,Roane County,Tennessee,TN
47,147,Robertson County,Tennessee,TN
47,149,Rutherford County,Tennessee,TN
47,151,Scott County,Tennessee,TN
47,153,Sequatchie County,Tennessee,TN
47,155,Sevier County,Tennessee,TN
47,157,Shelby County,Tennessee,TN
47,159,Smith County,Tennessee,TN
47,161,Stewart County,Tennessee,TN
47,163,Sullivan County,Tennessee,TN
47,165,Sumner County,Tennessee,TN
47,167,Tipton County,Tennessee,TN
47,169,Trousdale County,Tennessee,TN
47,171,Unicoi County,Tennessee,TN
47,173,Union County,Tennessee,TN
47,175,Van Buren County,Tennessee,TN
47,177,Warren County,Tennessee,TN
47,179,Washington County,Tennessee,TN
47,181,Wayne County,Tennessee,TN
47,183,Weakley County,Tennessee,TN
47,185,White County,Tennessee,TN
47,187,Williamson County,Tennessee,TN
47,189,Wilson County,Tennessee,TN
48,001,Anderson County,Texas,TX
48,003,Andrews County,Texas,TX
48,005,Angelina County,Texas,TX
48,007,Aransas County,Texas,TX
48,009,Archer County,Texas,TX
48,011,Armstrong County,Texas,TX
48,013,Atascosa County,Texas,TX
48,015,Austin County,Texas,TX
48,017,Bailey County,Texas,TX
48,019,Bandera County,Texas,TX
48,021,Bastrop County,Texas,TX
48,023,Baylor County,Texas,TX
48,025,Bee County,Texas,TX
48,027,Bell County,Texas,TX
48,029,Bexar County,Texas,TX
48,031,Blanco County,Texas,TX
48,033,Borden County,Texas,TX
48,035,Bosque County,Texas,TX
48,037,Bowie County,Texas,TX
48,039,Brazoria County,Texas,TX
48,041,Brazos County,Texas,TX
48,043,Brewster County,Texas,TX
48,045,Briscoe County,Texas,TX
48,047,Brooks County,Texas,TX
48,049,Brown County,Texas,TX
48,051,Burleson County,Texas,TX
48,053,Burnet County,Texas,TX
48,055,Caldwell County,Texas,TX
48,057,Calhoun County,Texas,TX
48,059,Callahan County,Texas,TX
48,061,Cameron County,Texas,TX
48,063,Camp County,Texas,TX
48,065,Carson County,Texas,TX
48,067,Cass County,Texas,TX
48,069,Castro County,Texas,TX
48,071,Chambers County,Texas,TX
48,073,Cherokee County,Texas,TX
48,075,Childress County,Texas,TX
48,077,Clay County,Texas,TX
48,079,Cochran County,Texas,TX
48,081,Coke County,Texas,TX
48,083,Coleman County,Texas,TX
48,085,Collin County,Texas,TX
48,087,Collingsworth County,Texas,TX
48,089,Colorado County,Texas,TX
48,091,Comal County,Texas,TX
48,093,Comanche County,Texas,TX
48,095,Concho County,Texas,TX
48,097,Cooke County,Texas,TX
48,099,Coryell County,Texas,TX
48,101,Cottle County,Texas,TX
48,103,Crane County,Texas,TX
48,105,Crockett County,Texas,TX
48,107,Crosby County,Texas,TX
48,109,Culberson County,Texas,TX
48,111,Dallam County,Texas,TX
48,113,Dallas County,Texas,TX
48,115,Dawson County,Texas,TX
48,117,Deaf Smith County,Texas,TX
48,119,Delta County,Texas,TX
48,121,Denton County,Texas,TX
48,123,DeWitt County,Texas,TX
48,125,Dickens County,Texas,TX
48,127,Dimmit County,Texas,TX
48,129,Donley County,Texas,TX
48,131,Duval County,Texas,TX
48,133,Eastland County,Texas,TX
48,135,Ector County,Texas,TX
48,137,Edwards County,Texas,TX
48,139,Ellis County,Texas,TX
48,141,El Paso County,Texas,TX
48,143,Erath County,Texas,TX
48,145,Falls County,Texas,TX
48,147,Fannin County,Texas,TX
48,149,Fayette County,Texas,TX
48,151,Fisher County,Texas,TX
48,153,Floyd County,Texas,TX
48,155,Foard County,Texas,TX
48,157,Fort Bend County,Texas,TX
48,159,Franklin County,Texas,TX
48,161,Freestone County,Texas,TX
48,163,Frio County,Texas,TX
48,165,Gaines County,Texas,TX
48,167,Galveston County,Texas,TX
48,169,Garza County,Texas,TX
48,171,Gillespie County,Texas,TX
48,173,Glasscock County,Texas,TX
48,175,Goliad County,Texas,TX
48,177,Gonzales County,Texas,TX
48,179,Gray County,Texas,TX
48,181,Grayson County,Texas,TX
48,183,Gregg County,Texas,TX
48,185,Grimes County,Texas,TX
48,187,Guadalupe County,Texas,TX
48,189,Hale County,Texas,TX
48,191,Hall County,Texas,TX
48,193,Hamilton County,Texas,TX
48,195,Hansford County,Texas,TX
48,197,Hardeman County,Texas,TX
48,199,Hardin County,Texas,TX
48,201,Harris County,Texas,TX
48,203,Harrison County,Texas,TX
48,205,Hartley County,Texas,TX
48,207,Haskell County,Texas,TX
48,209,Hays County,Texas,TX
48,211,Hemphill County,Texas,TX
48,213,Henderson County,Texas,TX
48,215,Hidalgo County,Texas,TX
48,217,Hill County,Texas,TX
48,219,Hockley County,Texas,TX
48,221,Hood County,Texas,TX
48,223,Hopkins County,Texas,TX
48,225,Houston County,Texas,TX
48,227,Howard County,Texas,TX
48,229,Hudspeth County,Texas,TX
48,231,Hunt County,Texas,TX
48,233,Hutchinson County,Texas,TX
48,235,Irion County,Texas,TX
48,237,Jack County,Texas,TX
48,239,Jackson County,Texas,TX
48,241,Jasper County,Texas,TX
48,243,Jeff Davis County,Texas,TX
48,245,Jefferson County,Texas,TX
48,247,Jim Hogg County,Texas,TX
48,249,Jim Wells County,Texas,TX
48,251,Johnson County,Texas,TX
48,253,Jones County,Texas,TX
48,255,Karnes County,Texas,TX
48,257,Kaufman County,Texas,TX
48,259,Kendall County,Texas,TX
48,261,Kenedy County,Texas,TX
48,263,Kent County,Texas,TX
48,265,Kerr County,Texas,TX
48,267,Kimble County,Texas,TX
48,269,King County,Texas,TX
48,271,Kinney County,Texas,TX
48,273,Kleberg County,Texas,TX
48,275,Knox County,Texas,TX
48,277,Lamar County,Texas,TX
48,279,Lamb County,Texas,TX
48,281,Lampasas County,Texas,TX
48,283,La Salle County,Texas,TX
48,285,Lavaca County,Texas,TX
48,287,Lee County,Texas,TX
48,289,Leon County,Texas,TX
48,291,Liberty County,Texas,TX
48,293,Limestone County,Texas,TX
48,295,Lipscomb County,Texas,TX
48,297,Live Oak County,Texas,TX
48,299,Llano County,Texas,TX
48,301,Loving County,Texas,TX
48,303,Lubbock County,Texas,TX
48,305,Lynn County,Texas,TX
48,307,McCulloch County,Texas,TX
48,309,McLennan County,Texas,TX
48,311,McMullen County,Texas,TX
48,313,Madison County,Texas,TX
48,315,Marion County,Texas,TX
48,317,Martin County,Texas,TX
48,319,Mason County,Texas,TX
48,321,Matagorda County,Texas,TX
48,323,Maverick County,Texas,TX
48,325,Medina County,Texas,TX
48,327,Menard County,Texas,TX
48,329,Midland County,Texas,TX
48,331,Milam County,Texas,TX
48,333,Mills County,Texas,TX
48,335,Mitchell County,Texas,TX
48,337,Montague County,Texas,TX
48,339,Montgomery County,Texas,TX
48,341,Moore County,Texas,TX
48,343,Morris County,Texas,TX
48,345,Motley County,Texas,TX
48,347,Nacogdoches County,Texas,TX
48,349,Navarro County,Texas,TX
48,351,Newton County,Texas,TX
48,353,Nolan County,Texas,TX
48,355,Nueces County,Texas,TX
48,357,Ochiltree County,Texas,TX
48,359,Oldham County,Texas,TX
48,361,Orange County,Texas,TX
48,363,Palo Pinto County,Texas,TX
48,365,Panola County,Texas,TX
48,367,Parker County,Texas,TX
48,369,Parmer County,Texas,TX
48,371,Pecos County,Texas,TX
48,373,Polk County,Texas,TX
48,375,Potter County,Texas,TX
48,377,Presidio County,Texas,TX
48,379,Rains County,Texas,TX
48,381,Randall County,Texas,TX
48,383,Reagan County,Texas,TX
48,385,Real County,Texas,TX
48,387,Red River County,Texas,TX
48,389,Reeves County,Texas,TX
48,391,Refugio County,Texas,TX
48,393,Roberts County,Texas,TX
48,395,Robertson County,Texas,TX
48,397,Rockwall County,Texas,TX
48,399,Runnels County,Texas,TX
48,401,Rusk County,Texas,TX
48,403,Sabine County,Texas,TX
48,405,San Augustine County,Texas,TX
48,407,San Jacinto County,Texas,TX
48,409,San Patricio County,Texas,TX
48,411,San Saba County,Texas,TX
48,413,Schleicher County,Texas,TX
48,415,Scurry County,Texas,TX
48,417,Shackelford County,Texas,TX
48,419,Shelby County,Texas,TX
48,421,Sherman County,Texas,TX
48,423,Smith County,Texas,TX
48,425,Somervell County,Texas,TX
48,427,Starr County,Texas,TX
48,429,Stephens County,Texas,TX
48,431,Sterling County,Texas,TX
48,433,Stonewall County,Texas,TX
48,435,Sutton County,Texas,TX
48,437,Swisher County,Texas,TX
48,439,Tarrant County,Texas,TX
48,441,Taylor County,Texas,TX
48,443,Terrell County,Texas,TX
48,445,Terry County,Texas,TX
48,447,Throckmorton County,Texas,TX
48,449,Titus County,Texas,TX
48,451,Tom Green County,Texas,TX
48,453,Travis County,Texas,TX
48,455,Trinity County,Texas,TX
48,457,Tyler County,Texas,TX
48,459,Upshur County,Texas,TX
48,461,Upton County,Texas,TX
48,463,Uvalde County,Texas,TX
48,465,Val Verde County,Texas,TX
48,467,Van Zandt County,Texas,TX
48,469,Victoria County,Texas,TX
48,471,Walker County,Texas,TX
48,473,Waller County,Texas,TX
48,475,Ward County,Texas,TX
48,477,Washington County,Texas,TX
48,479,Webb County,Texas,TX
48,481,Wharton County,Texas,TX
48,483,Wheeler County,Texas,TX
48,485,Wichita County,Texas,TX
48,487,Wilbarger County,Texas,TX
48,489,Willacy County,Texas,TX
48,491,Williamson County,Texas,TX
48,493,Wilson County,Texas,TX
48,495,Winkler County,Texas,TX
48,497,Wise County,Texas,TX
48,499,Wood County,Texas,TX
48,501,Yoakum County,Texas,TX
48,503,Young County,Texas,TX
48,505,Zapata County,Texas,TX
48,507,Zavala County,Texas,TX
49,001,Beaver County,Utah,UT
49,003,Box Elder County,Utah,UT
49,005,Cache County,Utah,UT
49,007,Carbon County,Utah,UT
49,009,Daggett County,Utah,UT
49,011,Davis County,Utah,UT
49,013,Duchesne County,Utah,UT
49,015,Emery County,Utah,UT
49,017,Garfield County,Utah,UT
49,019,Grand County,Utah,UT
49,021,Iron County,Utah,UT
49,023,Juab County,Utah,UT
49,025,Kane County,Utah,UT
49,027,Millard County,Utah,UT
49,029,Morgan County,Utah,UT
49,031,Piute County,Utah,UT
49,033,Rich County,Utah,UT
49,035,Salt Lake County,Utah,UT
49,037,San Juan County,Utah,UT
49,039,Sanpete County,Utah,UT
49,041,Sevier County,Utah,UT
49,043,Summit County,Utah,UT
49,045,Tooele County,Utah,UT
49,047,Uintah County,Utah,UT
49,049,Utah County,Utah,UT
49,051,Wasatch County,Utah,UT
49,053,Washington County,Utah,UT
49,055,Wayne County,Utah,UT
49,057,Weber County,Utah,UT
50,001,Addison County,Vermont,VT
50,003,Bennington County,Vermont,VT
50,005,Caledonia County,Vermont,VT
50,007,Chittenden County,Vermont,VT
50,009,Essex County,Vermont,VT
50,011,Franklin County,Vermont,VT
50,013,Grand Isle County,Vermont,VT
50,015,Lamoille County,Vermont,VT
50,017,Orange County,Vermont,VT
50,019,Orleans County,Vermont,VT
50,021,Rutland County,Vermont,VT
50,023,Washington County,Vermont,VT
50,025,Windham County,Vermont,VT
50,027,Windsor County,Vermont,VT
51,001,Accomack County,Virginia,VA
51,003,Albemarle County,Virginia,VA
51,005,Alleghany County,Virginia,VA
51,007,Amelia County,Virginia,VA
51,009,Amherst County,Virginia,VA
51,011,Appomattox County,Virginia,VA
51,013,Arlington County,Virginia,VA
51,015,Augusta County,Virginia,VA
51,017,Bath County,Virginia,VA
51,019,Bedford County,Virginia,VA
51,021,Bland County,Virginia,VA
51,023,Botetourt County,Virginia,VA
51,025,Brunswick County,Virginia,VA
51,027,Buchanan County,Virginia,VA
51,029,Buckingham County,Virginia,VA
51,031,Campbell County,Virginia,VA
51,033,Caroline County,Virginia,VA
51,035,Carroll County,Virginia,VA
51,036,Charles City County,Virginia,VA
51,037,Charlotte County,Virginia,VA
51,041,Chesterfield County,Virginia,VA
51,043,Clarke County,Virginia,VA
51,045,Craig County,Virginia,VA
51,047,Culpeper County,Virginia,VA
51,049,Cumberland County,Virginia,VA
51,051,Dickenson County,Virginia,VA
51,053,Dinwiddie County,Virginia,VA
51,057,Essex County,Virginia,VA
51,059,Fairfax County,Virginia,VA
51,061,Fauquier County,Virginia,VA
51,063,Floyd County,Virginia,VA
51,065,Fluvanna County,Virginia,VA
51,067,Franklin County,Virginia,VA
51,069,Frederick County,Virginia,VA
51,071,Giles County,Virginia,VA
51,073,Gloucester County,Virginia,VA
51,075,Goochland County,Virginia,VA
51,077,Grayson County,Virginia,VA
51,079,Greene County,Virginia,VA
51,081,Greensville County,Virginia,VA
51,083,Halifax County,Virginia,VA
51,085,Hanover County,Virginia,VA
51,087,Henrico County,Virginia,VA
51,089,Henry County,Virginia,VA
51,091,Highland County,Virginia,VA
51,093,Isle of Wight County,Virginia,VA
51,095,James City County,Virginia,VA
51,097,King and Queen County,Virginia,VA
51,099,King George County,Virginia,VA
51,101,King William County,Virginia,VA
51,103,Lancaster County,Virginia,VA
51,105,Lee County,Virginia,VA
51,107,Loudoun County,Virginia,VA
51,109,Louisa County,Virginia,VA
51,111,Lunenburg County,Virginia,VA
51,113,Madison County,Virginia,VA
51,115,Mathews County,Virginia,VA
51,117,Mecklenburg County,Virginia,VA
51,119,Middlesex County,Virginia,VA
51,121,Montgomery County,Virginia,VA
51,125,Nelson County,Virginia,VA
51,127,New Kent County,Virginia,VA
51,131,Northampton County,Virginia,VA
51,133,Northumberland County,Virginia,VA
51,135,Nottoway County,Virginia,VA
51,137,Orange County,Virginia,VA
51,139,Page County,Virginia,VA
51,141,Patrick County,Virginia,VA
51,143,Pittsylvania County,Virginia,VA
51,145,Powhatan County,Virginia,VA
51,147,Prince Edward County,Virginia,VA
51,149,Prince George County,Virginia,VA
51,153,Prince William County,Virginia,VA
51,155,Pulaski County,Virginia,VA
51,157,Rappahannock County,Virginia,VA
51,159,Richmond County,Virginia,VA
51,161,Roanoke County,Virginia,VA
51,163,Rockbridge County,Virginia,VA
51,165,Rockingham County,Virginia,VA
51,167,Russell County,Virginia,VA
51,169,Scott County,Virginia,VA
51,171,Shenandoah County,Virginia,VA
51,173,Smyth County,Virginia,VA
51,175,Southampton County,Virginia,VA
51,177,Spotsylvania County,Virginia,VA
51,179,Stafford County,Virginia,VA
51,181,Surry County,Virginia,VA
51,183,Sussex County,Virginia,VA
51,185,Tazewell County,Virginia,VA
51,187,Warren County,Virginia,VA
51,191,Washington County,Virginia,VA
51,193,Westmoreland County,Virginia,VA
51,195,Wise County,Virginia,VA
51,197,Wythe County,Virginia,VA
51,199,York County,Virginia,VA
51,510,Alexandria city,Virginia,VA
51,515,Bedford city,Virginia,VA
51,520,Bristol city,Virginia,VA
51,530,Buena Vista city,Virginia,VA
51,540,Charlottesville city,Virginia,VA
51,550,Chesapeake city,Virginia,VA
51,560,Clifton Forge city,Virginia,VA
51,570,Colonial Heights city,Virginia,VA
51,580,Covington city,Virginia,VA
51,590,Danville city,Virginia,VA
51,595,Emporia city,Virginia,VA
51,600,Fairfax city,Virginia,VA
51,610,Falls Church city,Virginia,VA
51,620,Franklin city,Virginia,VA
51,630,Fredericksburg city,Virginia,VA
51,640,Galax city,Virginia,VA
51,650,Hampton city,Virginia,VA
51,660,Harrisonburg city,Virginia,VA
51,670,Hopewell city,Virginia,VA
51,678,Lexington city,Virginia,VA
51,680,Lynchburg city,Virginia,VA
51,683,Manassas city,Virginia,VA
51,685,Manassas Park city,Virginia,VA
51,690,Martinsville city,Virginia,VA
51,700,Newport News city,Virginia,VA
51,710,Norfolk city,Virginia,VA
51,720,Norton city,Virginia,VA
51,730,Petersburg city,Virginia,VA
51,735,Poquoson city,Virginia,VA
51,740,Portsmouth city,Virginia,VA
51,750,Radford city,Virginia,VA
51,760,Richmond city,Virginia,VA
51,770,Roanoke city,Virginia,VA
51,775,Salem city,Virginia,VA
51,780,South Boston city,Virginia,VA
51,790,Staunton city,Virginia,VA
51,800,Suffolk city,Virginia,VA
51,810,Virginia Beach city,Virginia,VA
51,820,Waynesboro city,Virginia,VA
51,830,Williamsburg city,Virginia,VA
51,840,Winchester city,Virginia,VA
53,001,Adams County,Washington,WA
53,003,Asotin County,Washington,WA
53,005,Benton County,Washington,WA
53,007,Chelan County,Washington,WA
53,009,Clallam County,Washington,WA
53,011,Clark County,Washington,WA
53,013,Columbia County,Washington,WA
53,015,Cowlitz County,Washington,WA
53,017,Douglas County,Washington,WA
53,019,Ferry County,Washington,WA
53,021,Franklin County,Washington,WA
53,023,Garfield County,Washington,WA
53,025,Grant County,Washington,WA
53,027,Grays Harbor County,Washington,WA
53,029,Island County,Washington,WA
53,031,Jefferson County,Washington,WA
53,033,King County,Washington,WA
53,035,Kitsap County,Washington,WA
53,037,Kittitas County,Washington,WA
53,039,Klickitat County,Washington,WA
53,041,Lewis County,Washington,WA
53,043,Lincoln County,Washington,WA
53,045,Mason County,Washington,WA
53,047,Okanogan County,Washington,WA
53,049,Pacific County,Washington,WA
53,051,Pend Oreille County,Washington,WA
53,053,Pierce County,Washington,WA
53,055,San Juan County,Washington,WA
53,057,Skagit County,Washington,WA
53,059,Skamania County,Washington,WA
53,061,Snohomish County,Washington,WA
53,063,Spokane County,Washington,WA
53,065,Stevens County,Washington,WA
53,067,Thurston County,Washington,WA
53,069,Wahkiakum County,Washington,WA
53,071,Walla Walla County,Washington,WA
53,073,Whatcom County,Washington,WA
53,075,Whitman County,Washington,WA
53,077,Yakima County,Washington,WA
54,001,Barbour County,West Virginia,WV
54,003,Berkeley County,West Virginia,WV
54,005,Boone County,West Virginia,WV
54,007,Braxton County,West Virginia,WV
54,009,Brooke County,West Virginia,WV
54,011,Cabell County,West Virginia,WV
54,013,Calhoun County,West Virginia,WV
54,015,Clay County,West Virginia,WV
54,017,Doddridge County,West Virginia,WV
54,019,Fayette County,West Virginia,WV
54,021,Gilmer County,West Virginia,WV
54,023,Grant County,West Virginia,WV
54,025,Greenbrier County,West Virginia,WV
54,027,Hampshire County,West Virginia,WV
54,029,Hancock County,West Virginia,WV
54,031,Hardy County,West Virginia,WV
54,033,Harrison County,West Virginia,WV
54,035,Jackson County,West Virginia,WV
54,037,Jefferson County,West Virginia,WV
54,039,Kanawha County,West Virginia,WV
54,041,Lewis County,West Virginia,WV
54,043,Lincoln County,West Virginia,WV
54,045,Logan County,West Virginia,WV
54,047,McDowell County,West Virginia,WV
54,049,Marion County,West Virginia,WV
54,051,Marshall County,West Virginia,WV
54,053,Mason County,West Virginia,WV
54,055,Mercer County,West Virginia,WV
54,057,Mineral County,West Virginia,WV
54,059,Mingo County,West Virginia,WV
54,061,Monongalia County,West Virginia,WV
54,063,Monroe County,West Virginia,WV
54,065,Morgan County,West Virginia,WV
54,067,Nicholas County,West Virginia,WV
54,069,Ohio County,West Virginia,WV
54,071,Pendleton County,West Virginia,WV
54,073,Pleasants County,West Virginia,WV
54,075,Pocahontas County,West Virginia,WV
54,077,Preston County,West Virginia,WV
54,079,Putnam County,West Virginia,WV
54,081,Raleigh County,West Virginia,WV
54,083,Randolph County,West Virginia,WV
54,085,Ritchie County,West Virginia,WV
54,087,Roane County,West Virginia,WV
54,089,Summers County,West Virginia,WV
54,091,Taylor County,West Virginia,WV
54,093,Tucker County,West Virginia,WV
54,095,Tyler County,West Virginia,WV
54,097,Upshur County,West Virginia,WV
54,099,Wayne County,West Virginia,WV
54,101,Webster County,West Virginia,WV
54,103,Wetzel County,West Virginia,WV
54,105,Wirt County,West Virginia,WV
54,107,Wood County,West Virginia,WV
54,109,Wyoming County,West Virginia,WV
55,001,Adams County,Wisconsin,WI
55,003,Ashland County,Wisconsin,WI
55,005,Barron County,Wisconsin,WI
55,007,Bayfield County,Wisconsin,WI
55,009,Brown County,Wisconsin,WI
55,011,Buffalo County,Wisconsin,WI
55,013,Burnett County,Wisconsin,WI
55,015,Calumet County,Wisconsin,WI
55,017,Chippewa County,Wisconsin,WI
55,019,Clark County,Wisconsin,WI
55,021,Columbia County,Wisconsin,WI
55,023,Crawford County,Wisconsin,WI
55,025,Dane County,Wisconsin,WI
55,027,Dodge County,Wisconsin,WI
55,029,Door County,Wisconsin,WI
55,031,Douglas County,Wisconsin,WI
55,033,Dunn County,Wisconsin,WI
55,035,Eau Claire County,Wisconsin,WI
55,037,Florence County,Wisconsin,WI
55,039,Fond du Lac County,Wisconsin,WI
55,041,Forest County,Wisconsin,WI
55,043,Grant County,Wisconsin,WI
55,045,Green County,Wisconsin,WI
55,047,Green Lake County,Wisconsin,WI
55,049,Iowa County,Wisconsin,WI
55,051,Iron County,Wisconsin,WI
55,053,Jackson County,Wisconsin,WI
55,055,Jefferson County,Wisconsin,WI
55,057,Juneau County,Wisconsin,WI
55,059,Kenosha County,Wisconsin,WI
55,061,Kewaunee County,Wisconsin,WI
55,063,La Crosse County,Wisconsin,WI
55,065,Lafayette County,Wisconsin,WI
55,067,Langlade County,Wisconsin,WI
55,069,Lincoln County,Wisconsin,WI
55,071,Manitowoc County,Wisconsin,WI
55,073,Marathon County,Wisconsin,WI
55,075,Marinette County,Wisconsin,WI
55,077,Marquette County,Wisconsin,WI
55,078,Menominee County,Wisconsin,WI
55,079,Milwaukee County,Wisconsin,WI
55,081,Monroe County,Wisconsin,WI
55,083,Oconto County,Wisconsin,WI
55,085,Oneida County,Wisconsin,WI
55,087,Outagamie County,Wisconsin,WI
55,089,Ozaukee County,Wisconsin,WI
55,091,Pepin County,Wisconsin,WI
55,093,Pierce County,Wisconsin,WI
55,095,Polk County,Wisconsin,WI
55,097,Portage County,Wisconsin,WI
55,099,Price County,Wisconsin,WI
55,101,Racine County,Wisconsin,WI
55,103,Richland County,Wisconsin,WI
55,105,Rock County,Wisconsin,WI
55,107,Rusk County,Wisconsin,WI
55,109,St. Croix County,Wisconsin,WI
55,111,Sauk County,Wisconsin,WI
55,113,Sawyer County,Wisconsin,WI
55,115,Shawano County,Wisconsin,WI
55,117,Sheboygan County,Wisconsin,WI
55,119,Taylor County,Wisconsin,WI
55,121,Trempealeau County,Wisconsin,WI
55,123,Vernon County,Wisconsin,WI
55,125,Vilas County,Wisconsin,WI
55,127,Walworth County,Wisconsin,WI
55,129,Washburn County,Wisconsin,WI
55,131,Washington County,Wisconsin,WI
55,133,Waukesha County,Wisconsin,WI
55,135,Waupaca County,Wisconsin,WI
55,137,Waushara County,Wisconsin,WI
55,139,Winnebago County,Wisconsin,WI
55,141,Wood County,Wisconsin,WI
56,001,Albany County,Wyoming,WY
56,003,Big Horn County,Wyoming,WY
56,005,Campbell County,Wyoming,WY
56,007,Carbon County,Wyoming,WY
56,009,Converse County,Wyoming,WY
56,011,Crook County,Wyoming,WY
56,013,Fremont County,Wyoming,WY
56,015,Goshen County,Wyoming,WY
56,017,Hot Springs County,Wyoming,WY
56,019,Johnson County,Wyoming,WY
56,021,Laramie County,Wyoming,WY
56,023,Lincoln County,Wyoming,WY
56,025,Natrona County,Wyoming,WY
56,027,Niobrara County,Wyoming,WY
56,029,Park County,Wyoming,WY
56,031,Platte County,Wyoming,WY
56,033,Sheridan County,Wyoming,WY
56,035,Sublette County,Wyoming,WY
56,037,Sweetwater County,Wyoming,WY
56,039,Teton County,Wyoming,WY
56,041,Uinta County,Wyoming,WY
56,043,Washakie County,Wyoming,WY
56,045,Weston County,Wyoming,WY
