"State_Code_Dest","County_Code_Dest","State_Code_Origin","County_Code_Origin","State_Abbrv","County_Name","Return_Num","Exmpt_Num","Aggr_AGI"
"00","000","96","000","US","Total Mig - US & For","7059808","13230978","286573648"
"00","000","97","000","US","Total Mig - US","6843257","12900506","281747176"
"00","000","97","001","US","Total Mig - US Same St","3971703","7483969","156545586"
"00","000","97","003","US","Total Mig - US Diff St","2871554","5416537","125201591"
"00","000","98","000","US","Total Mig - Foreign","216551","330472","4726472"
"01","000","96","000","AL","Total Mig - US & For","92055","188213","3226977"
"01","000","97","000","AL","Total Mig - US","89803","184091","3172103"
"01","000","97","001","AL","Total Mig - US Same St","50461","102335","1658455"
"01","000","97","003","AL","Total Mig - US Diff St","39342","81756","1513647"
"01","000","98","000","AL","Total Mig - Foreign","2252","4122","54875"
"01","001","96","000","AL","Autauga County Tot Mig-US & For","1717","4251","67964"
"01","001","97","000","AL","Autauga County Tot Mig-US","1650","4010","64383"
"01","001","97","001","AL","Autauga County Tot Mig-Same St","1041","2238","34046"
"01","001","97","003","AL","Autauga County Tot Mig-Diff St","609","1772","30337"
"01","001","98","000","AL","Autauga County Tot Mig-Foreign","67","241","3582"
"01","001","01","001","AL","Autauga County Non-Migrants","15397","36728","671407"
"01","001","01","101","AL","Montgomery County","399","846","13050"
"01","001","01","051","AL","Elmore County","264","572","7488"
"01","001","01","047","AL","Dallas County","79","196","2611"
"01","001","01","021","AL","Chilton County","41","85","1047"
"01","001","01","073","AL","Jefferson County","39","77","1776"
"01","001","01","081","AL","Lee County","20","29","564"
"01","001","01","117","AL","Shelby County","19","35","689"
"01","001","48","029","TX","Bexar County","17","56","1022"
"01","001","01","003","AL","Baldwin County","14","27","502"
"01","001","01","097","AL","Mobile County","14","26","680"
"01","001","17","163","IL","St Clair County","14","54","1064"
"01","001","12","005","FL","Bay County","12","34","526"
"01","001","01","041","AL","Crenshaw County","11","23","207"
"01","001","01","125","AL","Tuscaloosa County","11","19","494"
"01","001","12","091","FL","Okaloosa County","11","35","486"
"01","001","01","069","AL","Houston County","10","27","350"
"01","001","39","057","OH","Greene County","10","34","530"
"01","001","51","059","VA","Fairfax County","10","40","724"
"01","001","58","000","SS","Other Flows - Same State","120","276","4587"
"01","001","59","000","DS","Other Flows - Diff State","535","1519","25985"
"01","001","59","001","DS","Other Flows - Northeast","40","102","1616"
"01","001","59","003","DS","Other Flows - Midwest","98","269","4591"
"01","001","59","005","DS","Other Flows - South","300","833","13528"
"01","001","59","007","DS","Other Flows - West","97","315","6250"
"01","001","57","009","FR","Foreign - Other flows","67","241","3582"
"01","003","96","000","AL","Baldwin County Tot Mig-US & For","4196","8463","199970"
"01","003","97","000","AL","Baldwin County Tot Mig-US","4088","8317","197295"
"01","003","97","001","AL","Baldwin County Tot Mig-Same St","1705","3447","83919"
"01","003","97","003","AL","Baldwin County Tot Mig-Diff St","2383","4870","113375"
"01","003","98","000","AL","Baldwin County Tot Mig-Foreign","108","146","2676"
"01","003","01","003","AL","Baldwin County Non-Migrants","49321","109604","2265059"
"01","003","01","097","AL","Mobile County","800","1594","38509"
