"State_Code_Dest","County_Code_Dest","State_Code_Origin","County_Code_Origin","State_Abbrv","County_Name","Return_Num","Exmpt_Num","Aggr_AGI"
"02","013","96","000","Ak","Aleutians East Borough (Total Migrant)","102","150","2214"
"02","013","63","020","XX","Same State","20","28","551"
"02","013","63","021","XX","Same Region, Diff. State","68","104","1272"
"02","013","63","022","XX","Different Region","14","18","391"
"02","013","63","050","Ak","County Non-Migrant","483","1101","14210"
"02","016","96","000","Ak","Aleutians West","744","1225","15994"
"02","016","57","005","FR","APO / FPO Zip Code","57","75","1133"
"02","016","53","033","Wa","King","37","56","980"
"02","016","02","020","Ak","Anchorage Borough","30","45","759"
"02","016","06","037","Ca","Los Angeles","29","46","612"
"02","016","06","073","Ca","San Diego","26","55","664"
"02","016","53","035","Wa","Kitsap","12","31","360"
"02","016","53","053","Wa","Pierce","10","12","169"
"02","016","63","010","XX","Same State","34","68","1226"
"02","016","63","011","XX","Region 1: Northeast","38","56","636"
"02","016","63","012","XX","Region 2: Midwest","91","125","1511"
"02","016","63","013","XX","Region 3: South","161","274","3282"
"02","016","63","014","XX","Region 4: West","219","382","4662"
"02","016","63","050","Ak","County Non-Migrant","1549","3516","61953"
"02","020","96","000","Ak","Anchorage Borough (Total Migrant)","8636","17487","253945"
"02","020","02","170","Ak","Matanuska-Susitna Boroug","404","746","12844"
"02","020","02","090","Ak","Fairbanks North Star Bor","339","644","10867"
"02","020","53","033","Wa","King","309","543","11612"
"02","020","02","122","Ak","Kenai Peninsula Borough","288","505","8533"
"02","020","57","005","FR","APO / FPO Zip Code","223","629","6552"
"02","020","04","013","Az","Maricopa","141","294","4065"
"02","020","06","037","Ca","Los Angeles","137","270","4413"
"02","020","02","110","Ak","Juneau Borough","119","227","4383"
"02","020","02","261","Ak","Valdez-Cordova","112","204","4181"
"02","020","57","001","FR","Foreign / Overseas","111","226","7307"
"02","020","06","073","Ca","San Diego","88","175","2672"
"02","020","53","053","Wa","Pierce","80","173","2285"
"02","020","02","150","Ak","Kodiak Island Borough","79","143","2102"
"02","020","48","201","Tx","Harris","74","172","5339"
"02","020","15","003","Hi","Honolulu","73","163","2120"
"02","020","02","050","Ak","Bethel","70","141","2300"
"02","020","48","029","Tx","Bexar","70","182","1938"
"02","020","37","051","NC","Cumberland","69","206","1516"
"02","020","53","061","Wa","Snohomish","69","150","2080"
"02","020","06","059","Ca","Orange","68","123","2601"
"02","020","08","041","Co","El Paso","64","173","1868"
"02","020","32","003","Nv","Clark","62","134","1577"
"02","020","02","016","Ak","Aleutians West","61","119","1910"
"02","020","41","039","Or","Lane","57","113","1409"
"02","020","53","063","Wa","Spokane","56","109","1223"
"02","020","02","185","Ak","North Slope Borough","53","109","2726"
"02","020","06","071","Ca","San Bernardino","53","132","1824"
"02","020","40","109","Ok","Oklahoma","52","129","1468"
"02","020","02","188","Ak","Northwest Arctic","47","89","1337"
"02","020","41","051","Or","Multnomah","47","72","1405"
"02","020","12","091","Fl","Okaloosa","44","124","1056"
"02","020","06","067","Ca","Sacramento","44","87","1623"
"02","020","02","130","Ak","Ketchikan Gateway Boroug","41","83","1189"
"02","020","02","070","Ak","Dillingham","40","94","1334"
"02","020","53","073","Wa","Whatcom","40","92","1521"
"02","020","02","180","Ak","Nome","39","91","1228"
"02","020","35","001","NM","Bernalillo","39","81","1067"
"02","020","17","031","Il","Cook","38","58","772"
"02","020","53","011","Wa","Clark","36","69","1519"
"02","020","48","113","Tx","Dallas","35","62","1190"
"02","020","08","031","Co","Denver","33","44","1191"
"02","020","06","085","Ca","Santa Clara","33","51","894"
"02","020","04","019","Az","Pima","33","70","830"
"02","020","53","035","Wa","Kitsap","32","62","860"
"02","020","49","035","Ut","Salt Lake","32","78","816"
"02","020","12","005","Fl","Bay","32","68","665"
"02","020","48","027","Tx","Bell","32","92","673"
"02","020","41","067","Or","Washington","31","57","560"
"02","020","32","031","Nv","Washoe","30","55","909"
"02","020","02","013","Ak","Aleutians East Borough","29","59","904"
"02","020","06","029","Ca","Kern","29","76","1189"
"02","020","02","290","Ak","Yukon-Koyukuk","29","54","627"
"02","020","06","053","Ca","Monterey","29","63","590"
"02","020","06","095","Ca","Solano","29","71","897"
"02","020","48","141","Tx","El Paso","29","82","589"
"02","020","53","067","Wa","Thurston","28","56","696"
"02","020","48","439","Tx","Tarrant","28","74","988"
"02","020","02","240","Ak","Southeast Fairbanks","27","51","514"
"02","020","27","053","Mn","Hennepin","27","34","629"
"02","020","06","075","Ca","San Francisco","26","39","833"
"02","020","51","059","Va","Fairfax","26","71","1313"
"02","020","41","047","Or","Marion","25","58","708"
"02","020","06","065","Ca","Riverside","25","56","436"
"02","020","08","059","Co","Jefferson","25","35","767"
"02","020","16","001","Id","Ada","25","51","916"
"02","020","08","013","Co","Boulder","24","33","444"
"02","020","47","157","Tn","Shelby","23","48","1321"
"02","020","12","009","Fl","Brevard","23","55","760"
"02","020","41","005","Or","Clackamas","22","39","509"
"02","020","08","005","Co","Arapahoe","22","39","845"
"02","020","37","191","NC","Wayne","22","64","516"
"02","020","02","220","Ak","Sitka Borough","22","58","748"
"02","020","55","079","Wi","Milwaukee","22","37","542"
"02","020","02","060","Ak","Bristol Bay Borough","22","42","561"
"02","020","35","035","NM","Otero","21","63","762"
"02","020","02","270","Ak","Wade Hampton","21","43","398"
"02","020","27","123","Mn","Ramsey","20","29","378"
"02","020","05","119","Ar","Pulaski","20","49","526"
"02","020","13","215","Ga","Muscogee","19","60","410"
"02","020","31","153","Ne","Sarpy","19","57","510"
"02","020","06","013","Ca","Contra Costa","19","39","736"
"02","020","12","057","Fl","Hillsborough","19","45","420"
"02","020","13","245","Ga","Richmond","19","59","450"
"02","020","06","081","Ca","San Mateo","18","25","734"
"02","020","20","103","Ks","Leavenworth","18","64","659"
"02","020","06","001","Ca","Alameda","18","39","503"
"02","020","26","163","Mi","Wayne","18","31","434"
"02","020","25","017","Ma","Middlesex","18","36","563"
"02","020","49","011","Ut","Davis","18","57","625"
"02","020","24","033","Md","Prince George's","17","37","407"
"02","020","06","089","Ca","Shasta","17","35","524"
"02","020","41","003","Or","Benton","17","22","291"
"02","020","38","101","ND","Ward","17","46","540"
"02","020","06","111","Ca","Ventura","17","30","377"
"02","020","48","453","Tx","Travis","16","36","692"
"02","020","16","039","Id","Elmore","16","43","386"
"02","020","06","083","Ca","Santa Barbara","16","33","447"
"02","020","36","065","NY","Oneida","16","37","385"
"02","020","40","031","Ok","Comanche","16","41","385"
"02","020","35","009","NM","Curry","15","40","269"
"02","020","01","101","Al","Montgomery","15","44","435"
"02","020","06","047","Ca","Merced","15","37","362"
"02","020","12","031","Fl","Duval","15","25","318"
"02","020","28","047","Ms","Harrison","15","35","262"
"02","020","13","051","Ga","Chatham","15","28","372"
"02","020","30","031","Mt","Gallatin","15","26","311"
"02","020","22","055","La","Lafayette","15","31","1111"
"02","020","41","017","Or","Deschutes","15","29","480"
"02","020","40","143","Ok","Tulsa","15","25","508"
"02","020","53","057","Wa","Skagit","14","20","295"
"02","020","06","019","Ca","Fresno","14","25","330"
"02","020","15","001","Hi","Hawaii","14","27","217"
"02","020","30","111","Mt","Yellowstone","14","25","334"
"02","020","39","113","Oh","Montgomery","14","49","535"
"02","020","12","115","Fl","Sarasota","14","19","258"
"02","020","20","173","Ks","Sedgwick","14","37","447"
"02","020","10","001","De","Kent","14","41","353"
"02","020","45","085","SC","Sumter","14","36","302"
"02","020","21","111","Ky","Jefferson","13","31","415"
"02","020","30","013","Mt","Cascade","13","35","252"
"02","020","02","068","Ak","Denali Borough","13","19","309"
"02","020","12","103","Fl","Pinellas","13","18","175"
"02","020","26","081","Mi","Kent","13","22","292"
"02","020","24","031","Md","Montgomery","13","28","428"
"02","020","51","650","Va","Hampton city","13","28","336"
"02","020","56","021","Wy","Laramie","13","39","305"
"02","020","12","033","Fl","Escambia","13","27","255"
"02","020","42","003","Pa","Allegheny","12","17","273"
"02","020","04","003","Az","Cochise","12","27","263"
"02","020","36","045","NY","Jefferson","12","28","260"
"02","020","11","001","DC","Wash.,D.C.","12","18","298"
"02","020","36","061","NY","New York","12","17","353"
"02","020","12","071","Fl","Lee","12","21","465"
"02","020","45","079","SC","Richland","12","24","337"
"02","020","48","485","Tx","Wichita","12","20","173"
"02","020","53","077","Wa","Yakima","12","27","219"
"02","020","24","003","Md","Anne Arundel","12","32","248"
"02","020","45","019","SC","Charleston","12","30","294"
"02","020","30","063","Mt","Missoula","12","21","216"
"02","020","13","179","Ga","Liberty","12","33","243"
"02","020","41","029","Or","Jackson","12","22","300"
"02","020","17","019","Il","Champaign","12","27","246"
"02","020","06","077","Ca","San Joaquin","12","28","186"
"02","020","06","097","Ca","Sonoma","12","17","526"
"02","020","13","067","Ga","Cobb","12","19","421"
"02","020","02","201","Ak","Prince of Wales-Outer Ke","12","27","277"
"02","020","18","097","In","Marion","11","30","252"
"02","020","08","069","Co","Larimer","11","16","410"
"02","020","34","005","NJ","Burlington","11","35","367"
"02","020","13","153","Ga","Houston","11","31","295"
